728,Arcicella rosea
729,Chryseobacterium solincola
730,Pseudomonas matsuisoli
731,Geobacter soli
732,Peptoniphilus methioninivorax
733,Solitalea canadensis
734,Burkholderia thailandensis
735,Pontibacter odishensis
736,Propionispora hippei
737,Hydrogenibacillus schlegelii
738,Sunxiuqinia elliptica
739,Pandoraea thiooxydans
740,Caloramator viterbiensis
741,Streptococcus uberis
742,Streptococcus salivarius subsp. thermophilus
743,Dysgonomonas mossii
744,Paenibacillus wynnii
745,Zymobacter palmae
746,Sporosalibacterium faouarense
747,Methylocella tundrae
748,Chalicogloea cavernicola
749,Ensifer kummerowiae
750,Myroides profundi
751,Georgenia muralis
752,Thiobacillus thioparus
753,Streptococcus pneumoniae
754,Brachybacterium conglomeratum
755,Prevotella copri
756,Sphingosinicella microcystinivorans
757,Pedobacter nyackensis
758,Streptosporangium sandarakinum
759,Mesoplasma seiffertii
760,Acholeplasma axanthum
761,Deinococcus citri
762,Kocuria marina
763,Ramlibacter tataouinensis
764,Methanobrevibacter filiformis
765,Paenibacillus relictisesami
766,Aquamicrobium aerolatum
767,Lactobacillus agilis
768,Lactobacillus hilgardii
769,Promicromonospora thailandica
770,Tepidiphilus margaritifer
771,Rhabdothermus arcticus
772,Clostridium tetani
773,Pseudoclavibacter chungangensis
774,Granulicatella adiacens
775,Spongiibacter tropicus
776,Alloscardovia macacae
777,Saccharicrinis fermentans
778,Weissella fabaria
779,Lactobacillus mellifer
780,Helicobacter cetorum
781,Candidimonas nitroreducens
782,Atopobium deltae
783,Microbacterium populi
784,Rhodanobacter caeni
785,Oceanibacterium hippocampi
786,Paenibacillus pabuli
787,Gluconacetobacter aggeris
788,Lactobacillus backii
789,Xanthomonas vesicatoria
790,Tenacibaculum xiamenense
791,Actinobacillus porcinus
792,Herbaspirillum lusitanum
793,Desulfovibrio litoralis
794,Spirillospora albida
795,Thalassobacillus devorans
796,Desulfopila aestuarii
797,Cohnella lupini
798,Ferrimonas futtsuensis
799,Marinobacter szutsaonensis
800,Lewinella cohaerens
801,Gryllotalpicola reticulitermitis
802,Salicola marasensis
803,Polyangium sorediatum
804,Streptomyces megasporus
805,Tamlana sedimentorum
806,Corynebacterium spheniscorum
807,Klebsiella quasipneumoniae subsp. quasipneumoniae
808,Noviherbaspirillum psychrotolerans
809,Bacillus iranensis
810,Ammoniibacillus agariperforans
811,Saccharopolyspora cavernae
812,Bifidobacterium actinocoloniiforme
813,Microbacterium saccharophilum
814,Amycolatopsis marina
815,Paenibacillus nematophilus
816,Saccharibacter floricola
817,Hahella antarctica
818,Saccharibacillus sacchari
819,Jonquetella anthropi
820,Chryseobacterium koreense
821,Actinomyces suimastitidis
822,Maricaulis virginensis
823,Psychromonas ossibalaenae
824,Mycobacterium cookii
825,Brevibacillus thermoruber
826,Clostridium uliginosum
827,Paenibacillus alginolyticus
828,Corynebacterium efficiens
829,Sphingomonas sediminicola
830,Viridibacillus arvi
831,Methylophilus rhizosphaerae
832,Prevotella bryantii
833,Streptococcus parauberis
834,Photobacterium profundum
835,Gordonia soli
836,Deinococcus radiophilus
837,Thermobacillus composti
838,Leuconostoc gelidum subsp. aenigmaticum
839,Variovorax dokdonensis
840,Clostridium rectum
841,Flavobacterium saccharophilum
842,Entomoplasma somnilux
843,Virgibacillus siamensis
844,Rhodobaca barguzinensis
845,Mannheimia varigena
846,Bacteroides rodentium
847,Pelotomaculum thermopropionicum
848,Naasia aerilata
849,Microlunatus parietis
850,Clostridium asparagiforme
851,Kocuria flava
852,Thermobifida fusca
853,Cupriavidus basilensis
854,Desulfonatronovibrio hydrogenovorans
855,Bifidobacterium adolescentis
856,Actibacterium mucosum
857,Terasakiella pusilla
858,Permianibacter aggregans
859,Rhizobium rhizogenes
860,Lysinibacillus meyeri
861,Enteractinococcus coprophilus
862,Cricetibacter osteomyelitidis
863,Cryobacterium mesophilum
864,Streptococcus ictaluri
865,Deinococcus daejeonensis
866,Mucilaginibacter kameinonensis
867,Paenibacillus shenyangensis
868,Aestuariispira insulae
869,Geobacter psychrophilus
870,Brenneria salicis
871,Aggregatibacter aphrophilus
872,Salmonella enterica subsp. arizonae
873,Cronobacter muytjensii
874,Streptomyces thermogriseus
875,Paenibacillus amylolyticus
876,Corynebacterium caspium
877,Citricoccus muralis
878,Yimella lutea
879,Pirellula staleyi
880,Cupriavidus necator
881,Leptotrichia hofstadii
882,Shewanella profunda
883,Collinsella intestinalis
884,Desulfatiglans parachlorophenolica
885,Glycocaulis alkaliphilus
886,Oxalicibacterium faecigallinarum
887,Bacillus bogoriensis
888,Xenorhabdus nematophila
