,0
7843,MYO10|4651
7844,MYOT|9499
7845,MYOZ3|91977
7846,N4BP3|23138
7847,NAIP|4671
7848,NEURL1B|54492
7849,NIPAL4|348938
7850,NKD2|85409
7851,NKX2-5|1482
7852,NME5|8382
7853,NMUR2|56923
7854,NPR3|4883
7855,NPY6R|4888
7856,NR2F1|7025
7857,NR3C1|2908
7858,NRG2|9542
7859,NUDT12|83594
7860,ODZ2|57451
7861,OSMR|9180
7862,OTP|23440
7863,OXCT1|5019
7864,P4HA2|8974
7865,PAM|5066
7866,PARP8|79668
7867,PART1|25859
7868,PCDH12|51294
7869,PCDH1|5097
7870,PCDHA10|56139
7871,PCDHA11|56138
7872,PCDHA12|56137
7873,PCDHA13|56136
7874,PCDHA1|56147
7875,PCDHA2|56146
7876,PCDHA3|56145
7877,PCDHA4|56144
7878,PCDHA5|56143
7879,PCDHA6|56142
7880,PCDHA7|56141
7881,PCDHA8|56140
7882,PCDHA9|9752
7883,PCDHAC1|56135
7884,PCDHAC2|56134
7885,PCDHB10|56126
7886,PCDHB11|56125
7887,PCDHB12|56124
7888,PCDHB13|56123
7889,PCDHB14|56122
7890,PCDHB15|56121
7891,PCDHB16|57717
7892,PCDHB17|54661
7893,PCDHB18|54660
7894,PCDHB19P|84054
7895,PCDHB1|29930
7896,PCDHB2|56133
7897,PCDHB3|56132
7898,PCDHB4|56131
7899,PCDHB5|26167
7900,PCDHB6|56130
7901,PCDHB7|56129
7902,PCDHB8|56128
7903,PCDHB9|56127
7904,PCDHGA10|56106
7905,PCDHGA11|56105
7906,PCDHGA12|26025
7907,PCDHGA1|56114
7908,PCDHGA2|56113
7909,PCDHGA3|56112
7910,PCDHGA4|56111
7911,PCDHGA5|56110
7912,PCDHGA6|56109
7913,PCDHGA7|56108
7914,PCDHGA8|9708
7915,PCDHGA9|56107
7916,PCDHGB1|56104
7917,PCDHGB2|56103
7918,PCDHGB3|56102
7919,PCDHGB4|8641
7920,PCDHGB5|56101
7921,PCDHGB6|56100
7922,PCDHGB7|56099
7923,PCDHGB8P|56120
7924,PCDHGC3|5098
7925,PCDHGC4|56098
7926,PCDHGC5|56097
7927,PCSK1|5122
7928,PDE4D|5144
7929,PDE6A|5145
7930,PDE8B|8622
7931,PDGFRB|5159
7932,PDLIM4|8572
7933,PDLIM7|9260
7934,PDZD2|23037
7935,PIK3R1|5295
7936,PITX1|5307
7937,PLAC8L1|153770
7938,PLCXD3|345557
7939,PLEKHG4B|153478
7940,PLK2|10769
7941,POLR3G|10622
7942,PPAP2A|8611
7943,PPARGC1B|133522
7944,PPIC|5480
7945,PPP2R2B|5521
7946,PRDM6|93166
7947,PRELID2|153768
7948,PRLR|5618
7949,PRR16|51334
7950,PRR7|80758
7951,PSD2|84249
7952,PTGER4|5734
7953,PTTG1|9232
7954,RAB3C|115827
7955,RAI14|26064
7956,RANBP17|64901
7957,RANBP3L|202151
7958,RAPGEF6|51735
7959,RASGEF1C|255426
7960,RASGRF2|5924
7961,REEP2|51308
7962,RELL2|285613
7963,RGMB|285704
7964,RGNEF|64283
7965,RGS14|10636
7966,RGS7BP|401190
7967,RHOBTB3|22836
7968,RNF138P1|379013
7969,RNF180|285671
7970,ROPN1L|83853
7971,S100Z|170591
7972,SCGB3A1|92304
7973,SCGB3A2|117156
7974,SEMA5A|9037
7975,SEMA6A|57556
7976,SEPP1|6414
7977,SERINC5|256987
7978,SGCD|6444
7979,SH3PXD2B|285590
7980,SH3RF2|153769
7981,SH3TC2|79628
7982,SHROOM1|134549
7983,SKP2|6502
7984,SLC12A2|6558
7985,SLC12A7|10723
7986,SLC1A3|6507
7987,SLC22A4|6583
7988,SLC22A5|6584
7989,SLC23A1|9963
7990,SLC26A2|1836
7991,SLC27A6|28965
7992,SLC34A1|6569
7993,SLC36A2|153201
7994,SLC45A2|51151
7995,SLC4A9|83697
7996,SLC6A18|348932
7997,SLC6A19|340024
7998,SLC6A3|6531
7999,SLC6A7|6534
8000,SLC9A3|6550
8001,SLCO4C1|353189
8002,SLIT3|6586
8003,SMAD5OS|9597
8004,SMN1|6606
8005,SNCAIP|9627
8006,SNCB|6620
8007,SNHG4|724102
8008,SOX30|11063
8009,SPARC|6678
8010,SPATA9|83890
8011,SPEF2|79925
8012,SPINK13|153218
8013,SPINK1|6690
8014,SPINK5|11005
8015,SPINK6|404203
8016,SPINK7|84651
8017,SPOCK1|6695
8018,SPRY4|81848
8019,SRD5A1|6715
8020,SSBP2|23635
8021,ST8SIA4|7903
8022,STARD4|134429
8023,STC2|8614
8024,STK32A|202374
8025,SV2C|22987
8026,SYNPO|11346
8027,TCF7|6932
8028,TERT|7015
8029,TGFBI|7045
8030,THBS4|7060
8031,TICAM2|353376
8032,TIFAB|497189
8033,TIMD4|91937
8034,TLX3|30012
8035,TMED7-TICAM2|100302736
8036,TMEM171|134285
8037,TMEM173|340061
8038,TMEM174|134288
8039,TMEM232|642987
8040,TNFAIP8|25816
8041,TPPP|11076
8042,TRIM36|55521
8043,TRIM7|81786
8044,TRIO|7204
8045,TRIP13|9319
8046,TSLP|85480
8047,TTC23L|153657
8048,UBE2QL1|134111
8049,UGT3A1|133688
8050,UGT3A2|167127
8051,UNC5A|90249
8052,VCAN|1462
8053,WWC1|23286
8054,ZBED3|84327
8055,ZDHHC11|79844
8056,ZFP2|80108
8057,ZNF300|91975
8058,ZNF354C|30832
8059,ZNF366|167465
8060,ZNF454|285676
8061,ZNF474|133923
8062,ZNF608|57507
8063,ZNF879|345462
8064,ACAT2|39
8065,AGER|177
8066,AGPAT4|56895
8067,AIF1|199
8068,AIM1|202
8069,AKAP12|9590
8070,AKAP7|9465
8071,ALDH5A1|7915
8072,ALDH8A1|64577
8073,ANKRD6|22881
8074,APOBEC2|10930
8075,APOM|55937
8076,ARG1|383
8077,ARHGAP18|93663
8078,ATP6V1G2|534
8079,B3GAT2|135152
8080,BACH2|60468
8081,BAG2|9532
8082,BAI3|577
8083,BEND6|221336
8084,BMP5|653
8085,BMP6|654
8086,BTN1A1|696
8087,BVES|11149
8088,C2|717
8089,C4A|720
8090,C6orf103|79747
8091,C6orf105|84830
8092,C6orf10|10665
8093,C6orf115|58527
8094,C6orf118|168090
8095,C6orf122|401288
8096,C6orf123|26238
8097,C6orf124|653483
8098,C6orf126|389383
8099,C6orf127|340204
8100,C6orf132|647024
8101,C6orf134|79969
8102,C6orf138|442213
8103,C6orf141|135398
8104,C6orf142|90523
8105,C6orf145|221749
8106,C6orf150|115004
8107,C6orf154|221424
8108,C6orf155|79940
8109,C6orf15|29113
8110,C6orf163|206412
8111,C6orf164|63914
8112,C6orf165|154313
8113,C6orf168|84553
8114,C6orf170|221322
8115,C6orf174|387104
8116,C6orf176|90632
8117,C6orf186|728464
8118,C6orf192|116843
8119,C6orf201|404220
8120,C6orf204|387119
8121,C6orf208|80069
8122,C6orf217|100131814
8123,C6orf218|221718
8124,C6orf221|154288
8125,C6orf222|389384
8126,C6orf223|221416
8127,C6orf225|619208
8128,C6orf227|401253
8129,C6orf25|80739
8130,C6orf26|401251
8131,C6orf27|80737
8132,C6orf41|100133205
8133,C6orf52|347744
8134,C6orf58|352999
8135,C6orf59|79992
8136,C6orf81|221481
8137,C6orf97|80129
8138,CAGE1|285782
8139,CAP2|10486
8140,CAPN11|11131
8141,CCR6|1235
8142,CD109|135228
8143,CD24|100133941
8144,CD83|9308
8145,CDKN1A|1026
8146,CDSN|1041
8147,CENPW|387103
8148,CFB|629
8149,CGA|1081
8150,CITED2|10370
8151,CLDN20|49861
8152,CLIC5|53405
8153,CLPS|1208
8154,CLVS2|134829
8155,CMAH|8418
8156,CNKSR3|154043
8157,CNR1|1268
8158,COL10A1|1300
8159,COL11A2|1302
8160,COL12A1|1303
8161,COL19A1|1310
8162,COL21A1|81578
8163,COL9A1|1297
8164,CPNE5|57699
8165,CRIP3|401262
8166,CRISP2|7180
8167,CRISP3|10321
8168,CTAGE9|643854
8169,CTGF|1490
8170,CYP21A2|1589
8171,CYP39A1|51302
8172,DAAM2|23500
8173,DACT2|168002
8174,DCBLD1|285761
8175,DCDC2|51473
8176,DDO|8528
8177,DDR1|780
8178,DDX43|55510
8179,DEF6|50619
8180,DLK2|65989
8181,DLL1|28514
8182,DNAH8|1769
8183,DPCR1|135656
8184,DPPA5|340168
8185,DSP|1832
8186,DST|667
8187,ECT2L|345930
8188,EDN1|1906
8189,EGFL8|80864
8190,ELOVL2|54898
8191,ELOVL4|6785
8192,ELOVL5|60481
8193,ENPP1|5167
8194,ENPP3|5169
8195,ENPP4|22875
8196,ENPP5|59084
8197,EPB41L2|2037
8198,EPHA7|2045
8199,ERVFRDE1|405754
8200,ESR1|2099
8201,ETV7|51513
8202,EYA4|2070
8203,EYS|346007
8204,EZR|7430
8205,F13A1|2162
8206,FABP7|2173
8207,FAM135A|57579
8208,FAM162B|221303
8209,FAM184A|79632
8210,FAM26E|254228
8211,FAM26F|441168
8212,FAM46A|55603
8213,FAM50B|26240
8214,FAM54A|113115
8215,FAM65B|9750
8216,FAM83B|222584
8217,FANCE|2178
8218,FGD2|221472
8219,FHL5|9457
8220,FILIP1|27145
8221,FKBP5|2289
8222,FLJ22536|401237
8223,FNDC1|84624
8224,FOXC1|2296
8225,FOXF2|2295
8226,FOXP4|116113
8227,FOXQ1|94234
8228,FRK|2444
8229,FRMD1|79981
8230,FUT9|10690
8231,FYN|2534
8232,GABBR1|2550
8233,GABRR1|2569
8234,GABRR2|2570
8235,GCLC|2729
8236,GCM1|8521
8237,GCNT2|2651
8238,GFOD1|54438
8239,GJA1|2697
8240,GJB7|375519
8241,GLP1R|2740
8242,GLYATL3|389396
8243,GMDS|2762
8244,GMPR|2766
8245,GNMT|27232
8246,GPLD1|2822
8247,GPR110|266977
8248,GPR111|222611
8249,GPR115|221393
8250,GPR116|221395
8251,GPR126|57211
8252,GPR63|81491
8253,GPRC6A|222545
8254,GPSM3|63940
8255,GRIK2|2898
8256,GRM1|2911
8257,GRM4|2914
8258,GSTA1|2938
8259,GSTA2|2939
8260,GSTA3|2940
8261,GSTA4|2941
8262,GSTM2P1|442245
8263,GUCA1A|2978
8264,GUCA1B|2979
8265,GUSBL1|387036
8266,HCG11|493812
8267,HCG22|285834
8268,HCG26|352961
8269,HCG27|253018
8270,HCG4P6|80868
8271,HCG4|54435
8272,HCP5|10866
8273,HEBP2|23593
8274,HEY2|23493
8275,HFE|3077
8276,HGC6.3|100128124
8277,HIST1H1B|3009
8278,HIST1H1C|3006
8279,HIST1H1D|3007
8280,HIST1H1E|3008
8281,HIST1H2AC|8334
8282,HIST1H2AD|3013
8283,HIST1H2AE|3012
8284,HIST1H2AG|8969
8285,HIST1H2AJ|8331
8286,HIST1H2AK|8330
8287,HIST1H2AL|8332
8288,HIST1H2AM|8336
8289,HIST1H2BC|8347
8290,HIST1H2BD|3017
8291,HIST1H2BE|8344
8292,HIST1H2BF|8343
8293,HIST1H2BG|8339
8294,HIST1H2BH|8345
8295,HIST1H2BJ|8970
8296,HIST1H2BK|85236
8297,HIST1H2BL|8340
8298,HIST1H2BN|8341
8299,HIST1H2BO|8348
8300,HIST1H3B|8358
8301,HIST1H3C|8352
8302,HIST1H3D|8351
8303,HIST1H3E|8353
8304,HIST1H3G|8355
8305,HIST1H3H|8357
8306,HIST1H4C|8364
8307,HIST1H4D|8360
8308,HIST1H4E|8367
8309,HIST1H4H|8365
8310,HIST1H4I|8294
8311,HIST1H4J|8363
8312,HLA-A|3105
8313,HLA-B|3106
8314,HLA-C|3107
8315,HLA-DMA|3108
8316,HLA-DMB|3109
8317,HLA-DOA|3111
8318,HLA-DOB|3112
8319,HLA-DPA1|3113
8320,HLA-DPB1|3115
8321,HLA-DPB2|3116
8322,HLA-DQA1|3117
8323,HLA-DQA2|3118
8324,HLA-DQB1|3119
8325,HLA-DQB2|3120
8326,HLA-DRA|3122
8327,HLA-DRB1|3123
8328,HLA-DRB5|3127
8329,HLA-DRB6|3128
8330,HLA-F|3134
8331,HLA-G|3135
8332,HLA-H|3136
8333,HLA-J|3137
8334,HLA-L|3139
8335,HMGA1|3159
8336,HMGCLL1|54511
8337,HS3ST5|222537
8338,HSD17B8|7923
8339,HSPA1A|3303
8340,HSPA1B|3304
8341,HTR1B|3351
8342,HTR1E|3354
8343,HULC|728655
8344,HUS1B|135458
8345,HYMAI|57061
8346,ID4|3400
8347,IER3|8870
8348,IL20RA|53832
8349,IL22RA2|116379
8350,IMPG1|3617
8351,IP6K3|117283
8352,IPCEF1|26034
8353,IRF4|3662
8354,ITPR3|3710
8355,IYD|389434
8356,KAAG1|353219
8357,KCNK16|83795
8358,KCNK17|89822
8359,KCNK5|8645
8360,KCNQ5|56479
8361,KHDC1L|100129128
8362,KHDC1|80759
8363,KHDRBS2|202559
8364,KIAA0319|9856
8365,KIAA0408|9729
8366,KIAA1244|57221
8367,KIF25|3834
8368,KIF6|221458
8369,KIFC1|3833
8370,KLHL31|401265
8371,KLHL32|114792
8372,KPNA5|3841
8373,LAMA2|3908
8374,LAMA4|3910
8375,LATS1|9113
8376,LCA5|167691
8377,LGSN|51557
8378,LHFPL5|222662
8379,LIN28B|389421
8380,LOC100132354|100132354
8381,LOC100270746|100270746
8382,LOC100287718|100287718
8383,LOC153910|153910
8384,LOC221442|221442
8385,LOC222699|222699
8386,LOC285740|285740
8387,LOC285768|285768
8388,LOC285780|285780
8389,LOC285830|285830
8390,LOC441177|441177
8391,LOC730101|730101
8392,LPAL2|80350
8393,LPA|4018
8394,LRFN2|57497
8395,LRP11|84918
8396,LRRC16A|55604
8397,LRRC1|55227
8398,LST1|7940
8399,LTA|4049
8400,LTB|4050
8401,LY6G5B|58496
8402,LY6G6C|80740
8403,LY6G6D|58530
8404,LY86|9450
8405,MAK|4117
8406,MAN1A1|4121
8407,MAP3K5|4217
8408,MAP7|9053
8409,MAPK13|5603
8410,MARCKS|4082
8411,MBOAT1|154141
8412,MCCD1|401250
8413,MDFI|4188
8414,MDGA1|266727
8415,MDN1|23195
8416,ME1|4199
8417,MEP1A|4224
8418,MICAL1|64780
8419,MICB|4277
8420,MLLT4|4301
8421,MOCS1|4337
8422,MOG|4340
8423,MOXD1|26002
8424,MRAP2|112609
8425,MSH5|4439
8426,MTHFD1L|25902
8427,MUC21|394263
8428,MYB|4602
8429,MYCT1|80177
8430,MYLIP|29116
8431,MYLK4|340156
8432,MYO6|4646
8433,NCOA7|135112
8434,NCR3|259197
8435,NEDD9|4739
8436,NHLRC1|378884
8437,NHSL1|57224
8438,NKAIN2|154215
8439,NKAPL|222698
8440,NOTCH4|4855
8441,NR2E1|7101
8442,NRN1|51299
8443,NRSN1|140767
8444,NT5E|4907
8445,OGFRL1|79627
8446,OOEP|441161
8447,OR2A4|79541
8448,OR2B6|26212
8449,PACRG|135138
8450,PACSIN1|29993
8451,PAQR8|85315
8452,PARK2|5071
8453,PDE10A|10846
8454,PDE7B|27115
8455,PECI|10455
8456,PERP|64065
8457,PGC|5225
8458,PHACTR1|221692
8459,PHACTR2|9749
8460,PI16|221476
8461,PIM1|5292
8462,PIP5K1P1|206426
8463,PKHD1|5314
8464,PKIB|5570
8465,PLA2G7|7941
8466,PLAGL1|5325
8467,PLEKHG1|57480
8468,PLG|5340
8469,PLN|5350
8470,PM20D2|135293
8471,PNLDC1|154197
8472,PNPLA1|285848
8473,POPDC3|64208
8474,POU3F2|5454
8475,POU5F1|5460
8476,PPIL6|285755
8477,PPP1R14C|81706
8478,PPP1R3G|648791
8479,PRDM13|59336
8480,PRDM1|639
8481,PRICKLE4|29964
8482,PRL|5617
8483,PRPH2|5961
8484,PRR18|285800
8485,PRRT1|80863
8486,PRSS16|10279
8487,PRSS35|167681
8488,PSMB9|5698
8489,PSORS1C1|170679
8490,PSORS1C2|170680
8491,PSORS1C3|100130889
8492,PTCRA|171558
8493,PTK7|5754
8494,PTPRK|5796
8495,QKI|9444
8496,RAB23|51715
8497,RAB32|10981
8498,RAET1E|135250
8499,RAET1G|353091
8500,RAET1K|646024
8501,RAET1L|154064
8502,RBM24|221662
8503,RCAN2|10231
8504,RFPL4B|442247
8505,RFX6|222546
8506,RGS17|26575
8507,RHAG|6005
8508,RIMS1|22999
8509,RIPPLY2|134701
8510,RNASET2|8635
8511,RNF144B|255488
8512,RNF182|221687
8513,RNF217|154214
8514,RNF39|80352
8515,ROS1|6098
8516,RPS18|6222
8517,RPS6KA2|6196
8518,RRAGD|58528
8519,RREB1|6239
8520,RSPH4A|345895
8521,RSPH9|221421
8522,RSPO3|84870
8523,RUNX2|860
8524,SAMD3|154075
8525,SAMD5|389432
8526,SASH1|23328
8527,SCAND3|114821
8528,SCGN|10590
8529,SCML4|256380
8530,SCUBE3|222663
8531,SERPINB1|1992
8532,SERPINB9|5272
8533,SFRS13B|135295
8534,SFTA2|389376
8535,SGK1|6446
8536,SH3BGRL2|83699
8537,SHPRH|257218
8538,SIM1|6492
8539,SLC16A10|117247
8540,SLC17A1|6568
8541,SLC17A2|10246
8542,SLC17A3|10786
8543,SLC17A4|10050
8544,SLC17A5|26503
8545,SLC22A16|85413
8546,SLC22A1|6580
8547,SLC22A23|63027
8548,SLC22A2|6582
8549,SLC22A3|6581
8550,SLC22A7|10864
8551,SLC25A27|9481
8552,SLC26A8|116369
8553,SLC2A12|154091
8554,SLC35D3|340146
8555,SLC35F1|222553
8556,SLC44A4|80736
8557,SMOC2|64094
8558,SMPDL3A|10924
8559,SNAP91|9892
8560,SNHG5|387066
8561,SOBP|55084
8562,SOD2|6648
8563,SOX4|6659
8564,SPATS1|221409
8565,SPDEF|25803
8566,STL|7955
8567,STX11|8676
8568,STXBP5|134957
8569,SUMO4|387082
8570,SYCP2L|221711
8571,SYNE1|23345
8572,SYNGAP1|8831
8573,SYNJ2|8871
8574,SYTL3|94120
8575,TAGAP|117289
8576,TAP1|6890
8577,TBX18|9096
8578,TCF19|6941
8579,TCF21|6943
8580,TCP11|6954
8581,TCTE1|202500
8582,TDRD6|221400
8583,TDRG1|732253
8584,TEAD3|7005
8585,TFAP2A|7020
8586,TFAP2B|7021
8587,THBS2|7058
8588,THEMIS|387357
8589,TIAM2|26230
8590,TINAG|27283
8591,TMEM151B|441151
8592,TMEM170B|100113407
8593,TMEM200A|114801
8594,TMEM217|221468
8595,TNFAIP3|7128
8596,TNFRSF21|27242
8597,TNF|7124
8598,TNXB|7148
8599,TPBG|7162
8600,TPD52L1|7164
8601,TRDN|10345
8602,TREM1|54210
8603,TREM2|54209
8604,TREML1|340205
8605,TREML2|79865
8606,TREML3|340206
8607,TREML4|285852
8608,TRERF1|55809
8609,TRIM10|10107
8610,TRIM15|89870
8611,TRIM31|11074
8612,TRIM40|135644
8613,TSG1|643432
8614,TSPO2|222642
8615,TTBK1|84630
8616,TTK|7272
8617,TTLL2|83887
8618,TUBB2A|7280
8619,TUBB2B|347733
8620,TULP1|7287
8621,TXLNB|167838
8622,T|6862
8623,UBD|10537
8624,ULBP1|80329
8625,ULBP2|80328
8626,ULBP3|79465
8627,UNC5CL|222643
8628,UNC93A|54346
8629,USP49|25862
8630,UST|10090
8631,UTRN|7402
8632,VEGFA|7422
8633,VGLL2|245806
8634,VIP|7432
8635,VNN1|8876
8636,VNN2|8875
8637,VNN3|55350
8638,WASF1|8936
8639,WISP3|8838
8640,ZBTB12|221527
8641,ZC3H12D|340152
8642,ZDHHC14|79683
8643,ZFP57|346171
8644,ZNF165|7718
8645,ZNF192|7745
8646,ZNF204P|7754
8647,ZNF311|282890
8648,ZNF323|64288
8649,ZNF389|651302
8650,ZNF391|346157
8651,ZSCAN12P1|221584
8652,ZSCAN23|222696
8653,?|155060
8654,AASS|10157
8655,ABCA13|154664
8656,ABCB1|5243
8657,ABCB4|5244
8658,ABCB5|340273
8659,ABHD11|83451
8660,ABP1|26
8661,ACCN3|9311
8662,ACHE|43
8663,ACTL6B|51412
8664,ACTR3C|653857
8665,ADAM22|53616
8666,ADAP1|11033
8667,ADCY1|107
8668,ADCYAP1R1|117
8669,AEBP1|165
8670,AGBL3|340351
8671,AGR2|10551
8672,AGR3|155465
8673,AHCYL2|23382
8674,AHR|196
8675,AKR1B10|57016
8676,AKR1B15|441282
8677,AKR1B1|231
8678,AKR1D1|6718
8679,AMPH|273
8680,AMZ1|155185
8681,ANKRD7|56311
8682,ANLN|54443
8683,AOAH|313
8684,AQP1|358
8685,ARHGEF35|445328
8686,ARHGEF5|7984
8687,ARPC1B|10095
8688,ASB4|51666
8689,ASL|435
8690,ASNS|440
8691,ATG9B|285973
8692,ATP6V0A4|50617
8693,ATP6V0E2|155066
8694,AUTS2|26053
8695,AZGP1|563
8696,BAIAP2L1|55971
8697,BHLHA15|168620
8698,BMPER|168667
8699,C7orf10|79783
8700,C7orf13|129790
8701,C7orf16|10842
8702,C7orf29|113763
8703,C7orf31|136895
8704,C7orf41|222166
8705,C7orf46|340277
8706,C7orf51|222950
8707,C7orf52|375607
8708,C7orf53|286006
8709,C7orf54|27099
8710,C7orf57|136288
8711,C7orf58|79974
8712,C7orf61|402573
8713,C7orf63|79846
8714,C7orf68|29923
8715,CACNA2D1|781
8716,CADPS2|93664
8717,CALCR|799
8718,CALD1|800
8719,CALN1|83698
8720,CAMK2B|816
8721,CARD11|84433
8722,CAV1|857
8723,CAV2|858
8724,CCDC129|223075
8725,CCDC136|64753
8726,CCDC146|57639
8727,CCL24|6369
8728,CCL26|10344
8729,CD36|948
8730,CDC14C|168448
8731,CDCA7L|55536
8732,CDHR3|222256
8733,CDK14|5218
8734,CDK6|1021
8735,CFTR|1080
8736,CHN2|1124
8737,CHRM2|1129
8738,CLCN1|1180
8739,CLDN15|24146
8740,CLDN3|1365
8741,CLDN4|1364
8742,CLEC2L|154790
8743,CLEC5A|23601
8744,CLIP2|7461
8745,CNPY1|285888
8746,CNTNAP2|26047
8747,COBL|23242
8748,COL1A2|1278
8749,COL28A1|340267
8750,CPA1|1357
8751,CPA2|1358
8752,CPA4|51200
8753,CPA5|93979
8754,CPVL|54504
8755,CREB5|9586
8756,CRHR2|1395
8757,CROT|54677
8758,CRYGN|155051
8759,CTAGE4|100128553
8760,CTAGE6|340307
8761,CTTNBP2|83992
8762,CYP2W1|54905
8763,CYP3A43|64816
8764,CYP3A4|1576
8765,CYP3A5|1577
8766,CYP3A7|1551
8767,DDC|1644
8768,DENND2A|27147
8769,DFNA5|1687
8770,DGKB|1607
8771,DGKI|9162
8772,DLX5|1749
8773,DLX6AS|285987
8774,DLX6|1750
8775,DNAH11|8701
8776,DOCK4|9732
8777,DPP6|1804
8778,DPY19L2P1|554236
8779,DPY19L2P2|349152
8780,DPY19L2P4|442523
8781,DTX2|113878
8782,DYNC1I1|1780
8783,EEPD1|80820
8784,EFCAB10|100130771
8785,EGFR|1956
8786,ELFN1|392617
8787,ELMO1|9844
8788,ELN|2006
8789,EMID2|136227
8790,EN2|2020
8791,EPDR1|54749
8792,EPHA1|2041
8793,EPHB4|2050
8794,EPHB6|2051
8795,EPO|2056
8796,ETV1|2115
8797,EVX1|2128
8798,EZH2|2146
8799,FAM115A|9747
8800,FAM115C|285966
8801,FAM126A|84668
8802,FAM131B|9715
8803,FAM180A|389558
8804,FAM183B|340286
8805,FAM20C|56975
8806,FAM40B|57464
8807,FAM71F1|84691
8808,FAM71F2|346653
8809,FBXL13|222235
8810,FDPSL2A|619190
8811,FEZF1|389549
8812,FGL2|10875
8813,FKBP6|8468
8814,FKBP9L|360132
8815,FKBP9|11328
8816,FLJ35390|255031
8817,FLJ40852|285962
8818,FLJ43663|378805
8819,FLNC|2318
8820,FOXP2|93986
8821,FSCN1|6624
8822,FZD1|8321
8823,FZD9|8326
8824,GAL3ST4|79690
8825,GATSL2|729438
8826,GATS|352954
8827,GCK|2645
8828,GHRHR|2692
8829,GIMAP1|170575
8830,GIMAP2|26157
8831,GIMAP4|55303
8832,GIMAP5|55340
8833,GIMAP6|474344
8834,GIMAP7|168537
8835,GIMAP8|155038
8836,GJC3|349149
8837,GLCCI1|113263
8838,GLI3|2737
8839,GNAI1|2770
8840,GNG11|2791
8841,GNGT1|2792
8842,GPC2|221914
8843,GPER|2852
8844,GPNMB|10457
8845,GPR141|353345
8846,GPR146|115330
8847,GPR22|2845
8848,GPR37|2861
8849,GPR85|54329
8850,GRB10|2887
8851,GRID2IP|392862
8852,GRM3|2913
8853,GRM8|2918
8854,GTF2IRD1|9569
8855,GTF2IRD2B|389524
8856,HDAC9|9734
8857,HECW1|23072
8858,HEPACAM2|253012
8859,HGF|3082
8860,HIP1|3092
8861,HIPK2|28996
8862,HOXA10|3206
8863,HOXA11AS|221883
8864,HOXA11|3207
8865,HOXA13|3209
8866,HOXA1|3198
8867,HOXA2|3199
8868,HOXA3|3200
8869,HOXA4|3201
8870,HOXA5|3202
8871,HOXA6|3203
8872,HOXA7|3204
8873,HOXA9|3205
8874,HSPB1|3315
8875,HTR5A|3361
8876,HYAL4|23553
8877,ICA1|3382
8878,IGF2BP3|10643
8879,IGFBP1|3484
8880,IGFBP3|3486
8881,IKZF1|10320
8882,IL6|3569
8883,IMPDH1|3614
8884,INHBA|3624
8885,INMT|11185
8886,INSIG1|3638
8887,INTS4L1|285905
8888,IQUB|154865
8889,IRF5|3663
8890,ISPD|729920
8891,ITGB8|3696
8892,JAZF1|221895
8893,KCND2|3751
8894,KCNH2|3757
8895,KCP|375616
8896,KEL|3792
8897,KIAA0087|9808
8898,KIAA0895|23366
8899,KIAA1324L|222223
8900,KIAA1549|57670
8901,KIAA1908|114796
8902,KLF14|136259
8903,KLRG2|346689
8904,KPNA7|402569
8905,KRBA1|84626
8906,LAMB1|3912
8907,LAMB4|22798
8908,LAT2|7462
8909,LEP|3952
8910,LFNG|3955
8911,LHFPL3|375612
8912,LMOD2|442721
8913,LMTK2|22853
8914,LOC100132832|100132832
8915,LOC100134229|100134229
8916,LOC154761|154761
8917,LOC154822|154822
8918,LOC168474|168474
8919,LOC285954|285954
8920,LOC286002|286002
8921,LOC349114|349114
8922,LOC389458|389458
8923,LOC389493|389493
8924,LOC401387|401387
8925,LOC401431|401431
8926,LOC441204|441204
8927,LOC441208|441208
8928,LOC441294|441294
8929,LOC541473|541473
8930,LOC646762|646762
8931,LOC646999|646999
8932,LOC723809|723809
8933,LOC729156|729156
8934,LOC93432|93432
8935,LRGUK|136332
8936,LRRC17|10234
8937,LRRC4|64101
8938,LRRC61|65999
8939,LRRN3|54674
8940,MACC1|346389
8941,MAGI2|9863
8942,MDFIC|29969
8943,MEOX2|4223
8944,MESTIT1|317751
8945,MEST|4232
8946,MET|4233
8947,MGAM|8972
8948,MGC87042|256227
8949,MICALL2|79778
8950,MLXIPL|51085
8951,MMD2|221938
8952,MNX1|3110
8953,MOGAT3|346606
8954,MPP6|51678
8955,MUC12|10071
8956,MUC17|140453
8957,MYH16|84176
8958,MYL7|58498
8959,MYO1G|64005
8960,NACAD|23148
8961,NAMPT|10135
8962,NCAPG2|54892
8963,NCF1B|654816
8964,NCF1C|654817
8965,NCF1|653361
8966,NCRNA00174|285908
8967,NEUROD6|63974
8968,NFE2L3|9603
8969,NOS3|4846
8970,NPC1L1|29881
8971,NPSR1|387129
8972,NPTX2|4885
8973,NPY|4852
8974,NRCAM|4897
8975,NSUN5P1|155400
8976,NSUN5P2|260294
8977,NUDT1|4521
8978,NXPH1|30010
8979,OPN1SW|611
8980,OR2A1|346528
8981,OR2A7|401427
8982,OR2A9P|441295
8983,ORAI2|80228
8984,OSBPL3|26031
8985,PCLO|27445
8986,PCOLCE|5118
8987,PDE1C|5137
8988,PDGFA|5154
8989,PDK4|5166
8990,PEG10|23089
8991,PGAM2|5224
8992,PHKG1|5260
8993,PIK3CG|5294
8994,PILRA|29992
8995,PILRB|29990
8996,PION|54103
8997,PIP|5304
